"","Unknown","Acidaminococcus","Actinomyces","Adlercreutzia","Akkermansia","Aliivibrio","Alistipes","Anaerofilum","Anaerofustis","Anaerostipes","Anaerotruncus","Bacillus","Bacteroides","Bifidobacterium","Bilophila","Blautia","Bradyrhizobium","Bulleidia","Butyricimonas","Campylobacter","cc_115","Christensenella","Cloacibacillus","Clostridium","Collinsella","Coprobacillus","Coprococcus","Cryocola","Dehalobacterium","Desulfovibrio","Dialister","Dorea","Eggerthella","Eikenella","Enterococcus","Escherichia","Eubacterium","Faecalibacterium","Finegoldia","Fusobacterium","Granulicatella","Haemophilus","HigherGenus","Holdemania","Lachnobacterium","Lachnospira","Lactobacillus","Lactococcus","Leptotrichia","Leuconostoc","Megamonas","Mogibacterium","Neisseria","Odoribacter","Oscillospira","Oxalobacter","Parabacteroides","Parvimonas","Pediococcus","Phascolarctobacterium","Prevotella","Pseudomonas","Pyramidobacter","Ralstonia","rc4-4","Roseburia","Rothia","Ruminococcus","Sarcina","Sharpea","SMB53","Staphylococcus","Streptococcus","Succiniclasticum","Sutterella","Turicibacter","Veillonella"
"SC253188","2109","   0","   0","   0","2505","   0","   0","   0","   0","  14","   2","   0","3178","   0","  97"," 193","   0","   0","   0","   0","   0","   0","   0","  39","  11","   0"," 323","   0","   0","   0"," 410","  31","   0","   0","   0"," 568","   1","3004","   0","   0","   2","   3","3436","  33","   2"," 374","   3","   0","   0","   0","   0","   0","   0","  10"," 510","  39"," 305","   0","   0"," 201","   0","   0","   0","   0","   0","1256","   0","1084","   0","   0","   0","   0"," 154","   0","   0","   0","   0"
"SC253190-PC04925-G-06","1734","   0","   0","   0","2819","   0","   0","   0","   0","  30","   5","   0","1575","   0","  85"," 465","   0","   0","   0","   0","   0","   0","   0","  47","  35","   0"," 743","   0","   0","   0"," 376","  64","   0","   0","   0"," 414","   1","3443","   0","   0","   1","   0","3445","  32","   2"," 188","   5","   1","   0","   0","   0","   0","   0","   3"," 426","  31"," 192","   0","   0"," 153","   0","   0","   0","   0","   0","1367","   0","2011","   0","   0","   1","   0"," 203","   0","   0","   0","   0"
"SC253190-PC04925-H-06","1724","   0","   0","   0","2939","   0","   0","   0","   0","  24","   3","   0","1613","   0","  73"," 521","   0","   0","   0","   0","   0","   0","   0","  51","  35","   0"," 738","   0","   0","   0"," 315","  80","   0","   0","   0"," 414","   1","3317","   0","   0","   2","   2","3239","  31","   4"," 170","   5","   2","   0","   0","   0","   0","   0","   3"," 369","  30"," 217","   0","   0"," 153","   0","   0","   0","   0","   0","1630","   0","2010","   0","   0","   0","   0"," 186","   0","   0","   0","   2"
"SC253193","3539","   0","   0","   0","5733","   0","  16","   4","   2","   0","   0","   0","4168","   0","  59"," 158","   0","   0","   0","   0","   0","   0","   0","  12","   0","   0","  44","   0","   0","   0","   0","   9","   0","   0","   0","   6","   5","   3","   0","   0","   0","   0","3719","   8"," 118","   3","   0","   0","   0","   0","   0","   0","   0","   0"," 118","   0","  92","   0","   0","   0","   0","   0","   3","   0","   0"," 209","   0","1735","   0","   0","   0","   0","   0"," 150","  29","   0","   0"
"SC253197-PC04925-G-07","1843","   0","   2","   0","2278","   0","   0","   0","   0","  35","   2","   0","1106","   0","  67"," 545","   0","   0","   0","   0","   0","   0","   0","  48","  43","   0","1099","   0","   0","   0"," 310"," 100","   2","   0","   0"," 315","   3","4091","   0","   0","   4","   2","2893","  24","   0"," 257","   8","   2","   0","   0","   0","   0","   0","   3"," 439","  30"," 155","   0","   0"," 176","   0","   0","   0","   0","   0","1609","   0","2180","   0","   0","   0","   0"," 224","   0","   0","   0","   3"
"SC253197-PC04925-H-07","1684","   0","   0","   0","2235","   0","   0","   0","   0","  53","   4","   0","1145","   0","  59"," 663","   0","   0","   0","   0","   0","   0","   0","  45","  38","   0","1036","   0","   0","   0"," 267"," 112","   0","   0","   0"," 274","   2","4017","   0","   0","   2","   1","2790","  18","   4"," 327","  11","   2","   0","   0","   0","   0","   0","   3"," 401","  25"," 136","   0","   0"," 205","   0","   0","   0","   0","   0","1887","   0","2208","   0","   0","   0","   0"," 231","   0","   0","   0","   0"
"SC253199-PC04925-A-08","1981","   0","   2","   0","1930","   0","   0","   0","   0","  50","   4","   0","1870","   0","  63"," 473","   0","   0","   0","   0","   0","   1","   0","  40","  26","   1","1132","   0","   0","   0"," 251","  64","   0","   0","   0"," 243","   3","4502","   0","   0","   0","   1","2435","  21","   3"," 221","   8","   2","   0","   0","   0","   0","   0","   6"," 369","  25"," 190","   0","   0"," 148","   0","   0","   0","   0","   0","1975","   0","1691","   0","   0","   0","   0"," 160","   0","   0","   0","   3"
"SC253199-PC04925-B-08","2068","   0","   0","   0","1662","   0","   0","   0","   0","  53","   5","   1","1978","   0","  69"," 505","   0","   0","   0","   0","   0","   0","   0","  38","  32","   1","1184","   0","   0","   0"," 276","  66","   0","   0","   0"," 269","   2","4312","   0","   0","   0","   0","2676","  20","   5"," 273","   5","   2","   0","   0","   0","   0","   0","   7"," 385","  30"," 213","   0","   0"," 189","   0","   0","   0","   0","   0","1841","   0","1552","   0","   0","   0","   1"," 178","   0","   0","   0","   0"
"SC253199-PC04925-E-11","2090","   0","   3","   0","1556","   0","   0","   0","   0","  59","   0","   0","1960","   0","  81"," 437","   0","   0","   0","   0","   0","   0","   0","  38","  31","   0","1202","   0","   0","   0"," 258","  81","   0","   0","   0"," 249","   3","4240","   0","   0","   3","   1","2649","  19","   4"," 296","   9","   1","   0","   0","   0","   0","   0","   4"," 429","  32"," 210","   0","   0"," 197","   0","   0","   0","   0","   0","1953","   0","1629","   0","   0","   0","   0"," 170","   0","   0","   0","   1"
"SC253200-PC04925-C-08","3398","   0","   0","   0","6018","   0","  10","   2","   3","   0","   0","   1","4155","   0","  60"," 159","   0","   0","   2","   0","   0","   0","   0","  13","   0","   0","  39","   0","   0","   0","   0","   9","   0","   0","   0","   5","   4","   6","   0","   0","   0","   0","3550","   8","  80","   4","   2","   0","   0","   0","   0","   0","   0","   0","  91","   0"," 112","   0","   0","   2","   0","   0","   5","   0","   0"," 229","   0","1808","   0","   0","   0","   1","   0"," 144","  25","   0","   0"
"SC253201-PC04925-D-08","2035","   0","   2","   0","1589","   0","   0","   0","   0","  37","   5","   0","2134","   0","  62"," 414","   0","   1","   0","   0","   0","   0","   0","  41","  37","   0"," 804","   0","   0","   0"," 336","  63","   0","   0","   0"," 167","   0","3913","   0","   0","   3","   0","3003","  22","   2"," 294","   7","   0","   0","   0","   0","   0","   0","   5"," 453","  27"," 229","   0","   0"," 199","   0","   0","   0","   0","   0","1982","   0","1857","   0","   0","   0","   0"," 174","   0","   0","   0","   3"
"SC253201-PC04925-E-08","1951","   0","   3","   0","1542","   0","   0","   0","   0","  52","   5","   0","1909","   0","  62"," 414","   0","   0","   0","   0","   0","   0","   0","  46","  32","   0"," 763","   0","   0","   0"," 316","  69","   0","   0","   0"," 162","   1","3909","   0","   0","   0","   0","2867","  16","   3"," 305","   6","   1","   0","   0","   0","   0","   0","   5"," 456","  27"," 208","   0","   0"," 239","   0","   0","   0","   0","   0","2546","   0","1819","   0","   0","   0","   0"," 164","   0","   0","   0","   0"
"SC253203-PC04925-G-08","1838","   0","   0","   0","2694","   0","   0","   0","   0","  79","   2","   0","1639","   0","  85"," 687","   0","   0","   0","   0","   0","   0","   0","  49","  51","   0"," 930","   0","   0","   0"," 226","  98","   1","   0","   0"," 155","   0","3981","   0","   0","   0","   3","2455","  19","   2"," 215","   9","   3","   0","   0","   0","   0","   0","   5"," 303","  28"," 193","   0","   0"," 114","   0","   0","   0","   0","   0","1773","   0","1949","   0","   0","   0","   0"," 326","   0","   0","   0","   0"
"SC253203-PC04925-H-08","1769","   0","   0","   0","2673","   0","   0","   0","   0","  73","   4","   0","1586","   0","  67"," 593","   0","   0","   0","   0","   0","   0","   0","  52","  56","   0"," 999","   0","   0","   0"," 250"," 108","   0","   0","   0"," 141","   1","4304","   0","   0","   2","   2","2470","  18","   0"," 222","   7","   4","   0","   0","   0","   0","   0","   4"," 328","  31"," 195","   0","   0"," 132","   0","   0","   0","   0","   0","1553","   0","1940","   0","   0","   0","   0"," 315","   0","   0","   0","   2"
"SC253846-PC04925-D-09","3228","   0","   0","   0","5351","   0","  14","   8","   8","   0","   0","   0","7231","   0","  59","  53","   0","   0","   5","   0","   0","   0","   0","  23","   0","   0","  21","   0","   0","   0","   0","   6","   0","   0","   0","   6","   1","   1","   0","   0","   0","   0","2272","  12"," 251","   6","   0","   0","   0","   0","   0","   0","   0","   0"," 250","   0"," 163","   0","   0","   4","   0","   0","   6","   0","   0"," 200","   0"," 469","   0","   0","   0","   0","   0"," 238","  49","   0","   0"
"SC261526-PC04925-C-11","2977","   0","   2","   4","1485","   0","   0","   0","   0","  34","   3","   0","3723","   0","  47"," 950","   0","   0","   0","   0","   0","   0","   0","  32","  15","   0"," 951","   0","   0","   0","  86"," 106","   0","   0","   0"," 112","   0","1949","   0","   0","   0","   4","2640","  12","   0"," 734","   8","   0","   0","   0","   0","   0","   0","   9"," 169","  16"," 383","   0","   0","  52","   0","   0","   0","   0","   0","1409","   0","1848","   0","   0","   5","   0"," 136","   0","   0","   0","   0"
"SC261527","2778","   0","   2","   0","1610","   0","   0","   0","   0","  47","   2","   0","4246","   0","  49"," 749","   0","   0","   0","   0","   0","   0","   0","  10","  16","   0"," 825","   0","   0","   0","  87","  98","   0","   0","   0"," 143","   0","1804","   0","   0","   0","   3","2892","   9","   0"," 735","   5","   0","   0","   0","   0","   0","   0","   8"," 219","  15"," 320","   0","   0","  90","   0","   0","   0","   0","   0","1186","   0","1853","   0","   0","   3","   0","  97","   0","   0","   1","   0"
"SC261528-PC04925-E-10"," 2115","    0","    0","    0"," 5183","    0","   14","    7","    2","    0","    0","    0","10041","    0","  113","   10","    0","    0","    6","    0","    0","    0","    0","   20","    0","    0","   21","    0","    0","    0","    0","    2","    0","    0","    0","    8","    0","    0","    0","    0","    0","    0"," 1507","    8","   56","    7","    0","    0","    0","    0","    0","    0","    0","    0","  259","    0","   80","    0","    0","    3","    0","    0","   10","    0","    0","   59","    0","  170","    0","    0","    0","    0","    0","  183","   69","    0","    0"
"SC261531-PC04925-G-11","1059","   0","   0","   4","1245","   0","   0","   0","   0","  37","   1","   2"," 861","   0","  30"," 849","   0","   0","   0","   0","   0","   0","   0","  32","  19","   0","1538","   0","   0","   0","  81","  78","   0","   0","   0"," 116","   1","3608","   0","   0","   0","   0","2041","   9","   2"," 198","   4","   0","   0","   0","   0","   0","   0","   2"," 250","  13","  94","   0","   0","  66","   0","   0","   0","   0","   0","1396","   0","6213","   0","   0","   4","   0","  49","   0","   0","   0","   0"
"SC261532-PC04925-D-11","1119","   0","   0","   0"," 596","   0","   0","   0","   0","  37","   0","   0"," 688","   0","  25"," 984","   0","   0","   0","   0","   0","   0","   0","  28","  28","   0","1483","   0","   0","   0","  84","  79","   0","   0","   0","  66","   1","4344","   0","   0","   0","   0","2170","  12","   2"," 210","   2","   0","   0","   0","   0","   0","   0","   1"," 258","  11","  85","   0","   0","  60","   0","   0","   0","   0","   0","1762","   0","5711","   0","   0","   4","   0","  58","   0","   0","   0","   0"
"SC249360-PC07578-B-09","2561","   0","   0","   0","3866","   0","  10","   6","   0","   0","   0","   0","9615","   0","  39","  53","   0","   0","   5","   0","   0","   0","   0","  39","   0","   0","  32","   0","   0","   0","   0","   4","   0","   0","   0","   7","   0","   7","   0","   0","   0","   0","2214","   4"," 157","  16","   0","   0","   0","   0","   0","   0","   0","   0"," 337","   0","  87","   0","   0","   3","   0","   0","   8","   0","   0"," 151","   0"," 447","   0","   0","   0","   0","   0"," 227","  49","   0","   0"
"SC249365-PC07578-E-09"," 2457","    0","    0","    0"," 2553","    0","   12","    5","    2","    1","    0","    2","11527","    0","   40","   33","    0","    0","    4","    0","    0","    0","    0","   36","    0","    0","   23","    0","    0","    0","    0","    6","    0","    0","    1","    6","    3","    8","    0","    0","    0","    0"," 1793","   10","  148","   14","    2","    0","    0","    0","    0","    0","    0","    0","  403","    0","  101","    0","    0","    3","    0","    1","   10","    0","    0","  147","    0","  384","    0","    0","    0","    0","    0","  138","   57","    0","    0"
"SC249382"," 2401","    0","    0","    0"," 3777","    0","   12","    9","    1","    0","    0","    3","10467","    0","   47","   30","    0","    0","    7","    0","    0","    0","    0","   37","    0","    1","   26","    0","    0","    0","    0","    1","    0","    0","    3","   24","    0","   11","    0","    6","    0","    0"," 1784","    7","   37","    9","    8","    0","    0","    0","    0","    0","    0","    0","  466","    0","  115","    0","    0","    0","    0","    3","   10","    1","    0","   54","    0","  258","    0","    0","    0","    4","    0","  254","   72","    0","    0"
"SC249385-PC07578-C-07","2699","   0","   0","   0","5227","   0","  13","   4","   0","   0","   0","   0","8880","   0","  41","  58","   0","   0","   3","   0","   0","   0","   0","  34","   0","   0","  53","   0","   0","   0","   1","   3","   0","   0","   0","  15","   3","  69","   0","   0","   0","   0","1517","   6","  51","  13","   1","   0","   0","   0","   0","   0","   0","   0"," 296","   0"," 107","   0","   0","   5","   0","   0","   8","   0","   0"," 142","   0"," 382","   0","   0","   0","   0","   2"," 255","  45","   0","   0"
"SC249410","2347","   0","   0","   0","5834","   0","  13","   7","   0","   0","   0","   0","8861","   0","  72","  17","   0","   0","   5","   1","   0","   0","   0","  30","   0","   0","  20","   0","   0","   0","   0","   1","   0","   0","   0","  11","   1","   0","   0","   0","   0","   0","1794","   5","  63","  14","   0","   0","   0","   0","   0","   0","   0","   0"," 194","   1","  99","   0","   0","   5","   0","   0","   9","   0","   0","  92","   0"," 170","   0","   0","   0","   0","   0"," 241","  49","   0","   0"
"SC249411","2735","   0","   0","   0","1566","   0","   0","   0","   0","  30","   0","   3","3856","   0","  51","1069","   0","   0","   0","   0","   0","   0","   0","  18","  23","   0","1055","   0","   0","   0"," 101"," 121","   0","   0","   0"," 143","   0","2334","   0","   0","   0","   2","2462","  12","   6"," 271","   8","   0","   0","   0","   0","   0","   0","   9"," 228","  14"," 417","   0","   0","  60","   2","   0","   0","   0","   0","1204","   0","1966","   0","   0","   0","   0"," 158","   0","   0","   0","   0"
"SC249414","3107","   0","   1","   0","1613","   0","   0","   0","   0","  40","   2","   0","3844","   0","  38"," 829","   0","   0","   0","   0","   0","   0","   0","  18","   8","   0"," 912","   0","   0","   0"," 140","  89","   0","   0","   0"," 131","   0","1932","   0","   0","   0","   4","2665","  12","   0"," 536","   7","   0","   0","   0","   0","   0","   0","  10"," 214","  16"," 378","   0","   0","  51","   0","   0","   0","   0","   0","1112","   0","2038","   0","   0","   3","   0"," 165","   0","   0","   0","   0"
"SC249421-PC07578-F-02","2719","   1","   0","   0","7013","   0","  14","   5","   1","   0","   0","   0","7242","   0","  92","  22","   0","   0","   6","   0","   0","   0","   0","  13","   0","   0","  36","   0","   0","   2","   0","   0","   0","   0","   0","  12","   0","  37","   0","   0","   0","   0","1605","   5","  57","  16","   1","   0","   0","   0","   0","   0","   0","   0"," 131","   0"," 131","   0","   0","   0","   1","   1","   9","   0","   0","  80","   0"," 245","   0","   0","   0","   1","   0"," 395","  54","   0","   0"
"SC249424","2507","   0","   0","   0","3047","   0","   0","   0","   0","  13","   0","   0","4572","   0","  53"," 744","   0","   0","   0","   0","   0","   0","   0","  11","   7","   0"," 761","   0","   0","   0"," 204"," 103","   0","   0","   0"," 284","   0","1384","   0","   0","   0","   3","2408","   8","   0"," 493","   5","   0","   0","   0","   0","   0","   0","   7"," 169","  13"," 459","   0","   0","  80","   0","   0","   0","   0","   0"," 785","   0","1666","   0","   0","   5","   0"," 129","   0","   0","   1","   0"
"SC249426","2338","   0","   0","   0","8537","   0","  17","   4","   1","   0","   0","   1","6160","   0","  93","  13","   0","   0","   0","   0","   0","   0","   0","  18","   0","   0","  45","   0","   0","   0","   0","   0","   0","   0","   0","  17","   0","   5","   0","   0","   0","   0","1705","   6","  54","  11","   1","   0","   0","   0","   0","   0","   0","   0"," 147","   0"," 153","   0","   0","   4","   0","   0","  10","   0","   0","  65","   0"," 248","   0","   0","   0","   4","   0"," 220","  69","   0","   0"
"SC249429","2280","   0","   0","   0","1468","   0","   0","   0","   0","  31","   0","   0","2485","   0","  40","1535","   0","   0","   0","   0","   0","   0","   0","  24","  19","   2","1485","   0","   0","   0","  96"," 144","   0","   0","   0"," 169","   2","3112","   0","   0","   0","   1","2707","   7","   8"," 145","   7","   0","   0","   0","   0","   0","   0","   3"," 177","  12"," 245","   0","   0","  41","   0","   0","   0","   0","   0","1460","   0","2073","   0","   0","   3","   0"," 134","   0","   0","   1","   0"
"SC249430","1199","   0","   0","   0"," 769","   0","   0","   0","   0","  47","   0","   0"," 513","   1","  22","1675","   0","   0","   0","   0","   0","   0","   0","  39","  22","   3","1656","   0","   0","   0"," 103"," 131","   0","   0","   0"," 103","   0","3790","   0","   0","   0","   0","2581","   8","   0"," 183","   7","   0","   0","   0","   0","   0","   0","   0"," 187","   8","  44","   0","   0","  36","   0","   0","   0","   0","   0","1396","   0","5263","   0","   0","   4","   0"," 137","   0","   0","   0","   0"
"SC249433","3424","   0","   0","   0","4511","   0","   8","   5","   4","   0","   0","   0","5242","   0","  61"," 248","   0","   0","   2","   0","   0","   0","   0","  22","   0","   0","  55","   0","   0","   0","   0","  17","   0","   0","   0","   6","   6","  34","   0","   0","   0","   0","3121","   4"," 112","   7","   0","   0","   0","   0","   0","   0","   0","   0"," 103","   0","  47","   0","   0","   2","   0","   0","   3","   0","   0"," 243","   0","2508","   0","   0","   0","   0","   0"," 120","  25","   0","   0"
"SC249436","3582","   0","   0","   0","3516","   0","  10","   4","   6","   0","   0","   8","5462","   0","  62"," 293","   0","   0","   2","   0","   0","   0","   0","  15","   0","   0","  50","   0","   0","   0","   0","  22","   2","   0","   2","   8","  12","   4","   0","   0","   0","   0","3783","   4"," 153","   5","   0","   0","   0","   0","   0","   0","   0","   0"," 120","   0","  37","   0","   0","   0","   0","   2","   3","   0","   0"," 344","   0","2272","   0","   0","   0","   3","   0"," 128","  20","   0","   0"
"SC249441","1141","   0","   0","   0"," 513","   0","   0","   0","   0","  54","   0","   0"," 673","   0","  26","1309","   0","   0","   0","   0","   0","   0","   0","  29","  11","   0","1655","   0","   0","   0","  98","  90","   0","   0","   0","  59","   0","3541","   0","   0","   0","   0","2181","  10","   2"," 268","   4","   0","   0","   0","   0","   0","   0","   0"," 224","  10","  88","   0","   0","  71","   0","   0","   0","   0","   0","1743","   0","6059","   0","   0","   0","   0","  58","   0","   0","   0","   0"
"SC249448","1011","   0","   0","   0","1520","   0","   0","   0","   0","  18","   0","   0","1319","   0","  55"," 201","   0","   0","   0","   0","   0","   0","   0","   7","   8","   0","1571","   0","   0","   0"," 138","  28","   0","   0","   0"," 277","   0","5039","   0","   0","   0","   0","2128","   7","   2"," 208","   0","   0","   0","   0","   0","   0","   0","   1"," 310","  19"," 146","   0","   0"," 108","   0","   0","   0","   0","   0"," 762","   0","5024","   0","   0","   0","   1","  12","   0","   0","   0","   0"
"SC249453","1085","   0","   0","   0","1210","   0","   0","   0","   0","  40","   0","   0"," 893","   1","  51"," 446","   0","   0","   0","   0","   0","   0","   0","  18","  11","   0","1593","   0","   0","   0"," 106","  62","   0","   0","   0","  69","   2","3940","   0","   0","   0","   0","1875","   7","   0"," 279","   2","   0","   0","   0","   0","   0","   0","   1"," 299","  10"," 101","   0","   0","  66","   0","   0","   0","   0","   0","1109","   0","6590","   0","   0","   0","   0","  50","   0","   0","   0","   1"
"SC253182-PC07578-A-01","3644","   0","   0","   0","6408","   0","  10","   0","   0","   0","   0","   0","4875","   0","  15","  50","   0","   0","   0","   0","   0","   0","   0","  24","   0","   0","   4","   0","   0","   0","   0","   4","   0","   0","   0","   4","   3","   5","   0","   0","   0","   0","3172","   9","  87","   9","   2","   0","   0","   0","   0","   0","   0","   0"," 106","   0"," 169","   0","   3","   0","   0","   0","   7","   0","   0"," 110","   0"," 935","   0","   0","   0","   0","   0"," 287","  17","   0","   0"
"SC253183-PC07578-D-08","1891","   0","   0","   0","3185","   0","   0","   0","   0","  17","   2","   0","1566","   0"," 110"," 268","   0","   0","   0","   0","   0","   0","   0","  41","  14","   0"," 456","   0","   0","   0"," 444","  56","   0","   0","   0"," 442","   0","3236","   0","   0","   2","   3","3784","  28","   0"," 289","   0","   0","   0","   0","   0","   0","   0","   3"," 608","  35"," 196","   0","   0"," 194","   0","   0","   0","   0","   0","1175","   0","1720","   0","   0","   0","   0"," 152","   0","   0","   0","   0"
"SC253184-PC07578-G-06","1886","   0","   0","   0","2866","   0","   0","   0","   0","  25","   0","   0","1916","   0","  97"," 386","   0","   0","   0","   0","   0","   0","   0","  47","  22","   0"," 609","   0","   0","   0"," 398","  63","   0","   0","   0"," 396","   0","3319","   0","   0","   0","   0","3415","  32","   0"," 163","   6","   2","   0","   0","   0","   0","   0","   7"," 497","  31"," 221","   0","   0"," 133","   0","   0","   0","   0","   0","1235","   0","1968","   0","   0","   0","   0"," 174","   0","   0","   0","   1"
"SC253186-PC07578-D-06","4003","   0","   0","   0","5251","   0","   9","   1","   1","   0","   0","  22","4846","   0","  41","  62","   0","   0","   2","   0","   0","   1","   0","  16","   0","   0","  30","   0","   0","   0","   0","   5","   0","   0","  15","  37","   2","  14","   0","   1","   0","   1","3672","   5"," 101","  10","  19","   0","   0","   0","   0","   0","   0","   0"," 110","   0"," 161","   0","   0","   2","   1","  11","   6","   0","   0"," 151","   0","1097","   0","   0","   0","  10","   0"," 205","  22","   0","   0"
"SC253200-PC07578-C-08","3674","   0","   0","   0","4702","   0","  13","   2","   2","   0","   0","   3","4468","   0","  59"," 157","   0","   0","   3","   0","   0","   0","   0","  14","   0","   0","  47","   0","   0","   0","   0","  11","   0","   0","   3","  14","   8","  14","   0","   0","   0","   0","3890","   8"," 103","   6","   5","   0","   0","   0","   0","   0","   0","   0","  98","   1"," 138","   0","   0","   1","   0","   2","   3","   0","   0"," 273","   0","2053","   0","   0","   0","   8","   0"," 132","  27","   0","   0"
"SC253201","2151","   0","   0","   4","1397","   0","   0","   0","   0","  53","   3","   0","2053","   0","  67"," 406","   0","   0","   0","   0","   0","   0","   0","  52","  19","   0"," 805","   0","   0","   0"," 321","  75","   0","   0","   0"," 150","   0","3997","   0","   0","   1","   1","2985","  15","   0"," 312","   3","   2","   0","   0","   0","   0","   0","   5"," 463","  25"," 230","   0","   0"," 211","   0","   0","   0","   0","   0","1992","   0","1929","   0","   0","   0","   0"," 182","   0","   0","   1","   2"
"SC253845","3189","   0","   0","   0","4248","   0","  17","   6","   4","   2","   0","   0","8293","   0","  60","  49","   0","   0","   3","   0","   0","   0","   0","  29","   0","   0","  29","   0","   0","   0","   0","   2","   0","   0","   0","   9","   2","   8","   0","   1","   0","   0","2224","  11"," 267","  10","   3","   0","   0","   0","   0","   0","   0","   0"," 271","   1"," 131","   0","   0","   5","   0","   0","   8","   0","   0"," 219","   0"," 483","   0","   0","   0","   3","   0"," 299","  58","   0","   0"
"SC253846","3274","   0","   0","   0","4137","   0","  19","   8","   7","   0","   0","   0","8001","   0","  55","  57","   0","   0","   2","   0","   0","   0","   0","  22","   0","   0","  27","   0","   1","   0","   3","   1","   0","   0","   0","   8","   1","  65","   0","   0","   0","   0","2465","  12"," 255","  11","   0","   0","   0","   0","   0","   0","   0","   0"," 289","   0"," 154","   0","   0","   6","   0","   0","   5","   0","   0"," 229","   0"," 543","   0","   0","   0","   0","   2"," 224","  52","   0","   0"
"SC261526-PC07578-C-11","3044","   0","   0","   0","1272","   0","   0","   0","   0","  36","   0","   2","3792","   0","  46"," 897","   0","   0","   0","   0","   0","   0","   0","  32","  12","   0"," 951","   0","   0","   0","  85"," 104","   0","   0","   0"," 119","   0","1924","   0","   0","   0","   3","2646","  11","   3"," 772","   7","   0","   0","   0","   0","   0","   0","  11"," 178","  12"," 413","   0","   0","  56","   0","   0","   0","   0","   0","1449","   0","1906","   0","   0","   4","   1"," 115","   0","   0","   0","   0"
"SC261528-PC07578-E-11","2150","   0","   0","   0","4501","   0","  15","   6","   0","   1","   0","   0","9971","   0","  91","  30","   0","   0","   5","   0","   0","   0","   0","  24","   0","   0","  83","   0","   0","   0","   2","   2","   0","   0","   0","  11","   0"," 100","   0","   0","   0","   0","1801","   9","  77","  21","   0","   0","   0","   0","   0","   0","   0","   0"," 273","   2","  69","   0","   0","   5","   0","   0","   7","   0","   0"," 141","   0"," 253","   0","   0","   0","   0","   5"," 213","  65","   0","   0"
"SC261531-PC07578-G-11","1120","   0","   0","   0","1089","   0","   0","   0","   0","  33","   0","   0"," 927","   0","  29"," 790","   0","   0","   0","   0","   0","   0","   0","  30","   9","   0","1553","   0","   0","   0","  80","  72","   0","   0","   0"," 102","   0","3573","   0","   0","   0","   0","2004","  10","   4"," 197","   2","   0","   0","   0","   0","   0","   0","   0"," 243","   9"," 108","   0","   0","  63","   0","   0","   0","   0","   0","1408","   0","6417","   0","   0","   4","   0","  42","   0","   0","   0","   0"
"SC261532-PC07578-D-11","1090","   0","   0","   0"," 537","   0","   0","   0","   0","  40","   0","   0"," 760","   1","  27"," 928","   0","   0","   0","   0","   0","   0","   0","  30","   0","   0","1482","   0","   0","   0","  82","  84","   0","   0","   0","  62","   0","4193","   0","   0","   0","   0","2133","   8","   0"," 213","   3","   0","   0","   0","   0","   0","   0","   2"," 259","  11","  96","   0","   0","  57","   0","   0","   0","   0","   0","1802","   0","5962","   0","   0","   3","   0","  53","   0","   0","   0","   0"
"SC304090","2944","   0","   0","   0","4095","   0","  11","   3","   3","   1","   0","   7","6866","   0","  56"," 241","   0","   0","   2","   0","   0","   0","   0","  34","   1","   0"," 324","   0","   0","   0","   7","  17","   0","   0","   2","  19","   2"," 805","   0","   0","   0","   0","2064","   8","  46"," 137","   5","   0","   0","   0","   0","   0","   0","   3"," 286","   3"," 182","   0","   0","  24","   0","   2","   7","   0","   0"," 685","   0"," 756","   0","   0","   0","   4","  27"," 191","  40","   0","   0"
"SC304095","2413","   0","   0","   0"," 888","   0","   0","   0","   0","   9","   0","   0","8122","   0","  21"," 577","   0","   0","   0","   0","   0","   0","   0","  19","   0","   0"," 473","   0","   0","   0","  32","  56","   0","   0","   0","  39","   0","2065","   0","   0","   0","   0","1519","   0","   0"," 308","   1","   2","   0","   0","   0","   0","   0","  27"," 594","   8"," 285","   0","   0","  42","   0","   0","   0","   0","   0","1384","   0"," 945","   0","   0","   0","   0"," 107","   0","   0","   0","   0"
"SC304096","2278","   0","   0","   0"," 819","   0","   0","   0","   0","  20","   1","   6","4596","   0","  56"," 951","   0","   0","   0","   0","   0","   0","   0","  35","   3","   0"," 898","   0","   0","   0","  27","  68","   0","   0","   6"," 151","   0","3970","   0","   0","   0","   8","1598","   2","   4"," 262","  20","   0","   0","   0","   0","   0","   0","  16"," 261","  10"," 341","   0","   0","  67","   0","   2","   0","   0","   0","1874","   0","1319","   0","   0","   0","   7"," 239","   0","   0","   0","   0"
"SC304098","2151","   0","   0","   0"," 670","   0","   0","   0","   0","  24","   0","   0","2789","   0","  46","1049","   0","   0","   0","   0","   0","   0","   0","  35","   4","   0","1401","   0","   0","   0","  45","  57","   0","   0","   0"," 129","   6","4141","   0","   0","   3","   4","1986","   8","   2"," 343","   9","   2","   0","   0","   0","   0","   0","   9"," 360","  22"," 216","   0","   0","  82","   0","   0","   0","   0","   0","2375","   0","1800","   0","   0","   0","   0"," 137","   0","   0","   0","   2"
